iter	Passed	Remaining
505	14527	14182
506	14561	14159
507	14594	14134
508	14629	14112
509	14665	14089
510	14699	14066
511	14734	14043
512	14767	14019
513	14801	13995
514	14835	13971
515	14868	13946
516	14901	13921
517	14934	13896
518	14967	13872
519	15001	13847
520	15034	13822
521	15068	13798
522	15102	13773
523	15135	13749
524	15169	13724
525	15202	13699
526	15239	13678
527	15273	13653
528	15307	13629
529	15341	13604
530	15374	13579
531	15408	13554
532	15442	13530
533	15476	13505
534	15510	13480
535	15544	13456
536	15577	13431
537	15611	13406
538	15648	13383
539	15698	13372
540	15732	13347
541	15765	13322
542	15799	13296
543	15833	13271
544	15866	13246
545	15900	13220
546	15933	13195
547	15967	13170
548	16001	13145
549	16035	13119
550	16068	13094
551	16103	13069
552	16136	13043
553	16169	13017
554	16204	12992
555	16238	12967
556	16273	12942
557	16306	12916
558	16340	12890
559	16373	12864
560	16408	12840
561	16442	12814
562	16476	12788
563	16510	12763
564	16543	12737
565	16577	12711
566	16611	12685
567	16645	12659
568	16678	12633
569	16712	12607
570	16746	12581
571	16780	12556
572	16813	12529
573	16847	12503
574	16881	12477
575	16915	12451
576	16948	12425
577	16982	12399
578	17016	12373
579	17050	12346
580	17084	12320
581	17117	12294
582	17151	12268
583	17184	12241
584	17218	12214
585	17251	12188
586	17286	12162
587	17319	12135
588	17353	12109
589	17387	12082
590	17421	12056
591	17454	12029
592	17489	12003
593	17522	11976
594	17556	11950
595	17590	11923
596	17623	11896
597	17657	11870
598	17691	11843
599	17725	11816
600	17759	11790
601	17792	11763
602	17826	11736
603	17860	11709
604	17894	11682
605	17927	11655
606	17960	11628
607	17994	11602
608	18029	11575
609	18063	11548
610	18097	11521
611	18131	11495
612	18165	11468
613	18199	11441
614	18232	11413
615	18265	11386
616	18299	11359
617	18332	11331
618	18366	11304
619	18400	11277
620	18434	11250
621	18467	11222
622	18500	11195
623	18534	11168
624	18567	11140
625	18602	11113
626	18635	11086
627	18670	11059
628	18703	11031
629	18738	11004
630	18771	10977
631	18805	10950
632	18838	10922
633	18872	10895
634	18906	10867
635	18940	10840
636	18973	10812
637	19007	10784
638	19041	10757
639	19074	10729
640	19107	10701
641	19141	10674
642	19175	10646
643	19210	10619
644	19243	10591
645	19276	10563
646	19310	10535
647	19344	10508
648	19378	10480
649	19412	10452
650	19445	10424
651	19479	10397
652	19514	10369
653	19548	10342
654	19582	10314
655	19615	10286
656	19649	10258
657	19683	10230
658	19717	10202
659	19750	10174
660	19783	10146
661	19817	10118
662	19851	10090
663	19884	10062
664	19918	10034
665	19952	10005
666	19986	9978
667	20020	9950
668	20053	9921
669	20086	9893
670	20119	9865
671	20154	9837
672	20187	9808
673	20222	9781
674	20257	9753
675	20291	9725
676	20325	9697
677	20359	9669
678	20393	9640
679	20427	9612
680	20460	9584
681	20494	9556
682	20528	9527
683	20562	9499
684	20596	9471
685	20630	9443
686	20665	9415
687	20698	9386
688	20731	9357
689	20765	9329
690	20799	9301
691	20832	9272
692	20866	9243
693	20900	9215
694	20933	9186
695	20968	9158
696	21003	9130
697	21036	9101
698	21071	9073
699	21104	9044
700	21138	9016
701	21171	8987
702	21205	8958
703	21238	8929
704	21272	8901
705	21307	8873
706	21342	8844
707	21375	8816
708	21409	8787
709	21443	8758
710	21476	8729
711	21510	8700
712	21543	8671
713	21577	8643
714	21611	8614
715	21645	8585
716	21678	8556
717	21713	8527
718	21747	8499
719	21780	8470
720	21815	8441
721	21848	8412
722	21882	8383
723	21915	8354
724	21949	8325
725	21983	8296
726	22017	8268
727	22051	8239
728	22085	8210
729	22119	8181
730	22153	8152
731	22187	8123
732	22221	8094
733	22255	8065
734	22288	8035
735	22322	8007
736	22356	7977
737	22389	7948
738	22423	7919
739	22457	7890
740	22491	7861
741	22524	7831
742	22558	7802
743	22592	7773
744	22625	7744
745	22659	7715
746	22692	7685
747	22725	7656
748	22758	7626
749	22792	7597
750	22826	7568
751	22859	7538
752	22893	7509
753	22926	7480
754	22959	7450
755	22993	7421
756	23027	7391
757	23061	7362
758	23094	7333
759	23128	7303
760	23161	7274
761	23195	7244
762	23228	7215
763	23263	7185
764	23296	7156
765	23330	7127
766	23364	7097
767	23398	7068
768	23432	7039
769	23465	7009
770	23498	6979
771	23532	6950
772	23565	6920
773	23600	6890
774	23633	6861
775	23667	6831
776	23702	6802
777	23736	6773
778	23769	6743
779	23806	6714
780	23839	6684
781	23872	6655
782	23906	6625
783	23941	6596
784	23975	6566
785	24009	6536
786	24042	6507
787	24075	6477
788	24109	6447
789	24143	6417
790	24177	6388
791	24210	6358
792	24243	6328
793	24277	6298
794	24311	6268
795	24344	6239
796	24378	6209
797	24411	6179
798	24445	6149
799	24478	6119
800	24512	6089
801	24545	6059
802	24579	6030
803	24612	6000
804	24646	5970
805	24680	5940
806	24714	5910
807	24747	5880
808	24781	5850
809	24815	5820
810	24849	5791
811	24882	5761
812	24917	5731
813	24950	5701
814	24984	5671
815	25016	5641
816	25049	5610
817	25083	5581
818	25117	5551
819	25151	5520
820	25187	5491
821	25220	5461
822	25254	5431
823	25288	5401
824	25321	5371
825	25354	5341
826	25388	5311
827	25422	5280
828	25458	5251
829	25491	5221
830	25524	5190
831	25558	5160
832	25592	5130
833	25626	5100
834	25660	5070
835	25694	5040
836	25728	5010
837	25762	4980
838	25795	4950
839	25829	4919
840	25866	4890
841	25899	4859
842	25933	4829
843	25966	4799
844	26000	4769
845	26033	4738
846	26067	4708
847	26100	4678
848	26132	4647
849	26167	4617
850	26204	4588
851	26238	4557
852	26271	4527
853	26306	4497
854	26339	4467
855	26373	4436
856	26407	4406
857	26449	4377
858	26485	4347
859	26519	4317
860	26554	4287
861	26588	4256
862	26622	4226
863	26656	4195
864	26690	4165
865	26724	4135
866	26757	4104
867	26791	4074
868	26825	4043
869	26859	4013
870	26893	3983
871	26927	3952
872	26960	3922
873	26994	3891
874	27028	3861
875	27062	3830
876	27095	3800
877	27130	3769
878	27164	3739
879	27197	3708
880	27231	3678
881	27265	3647
882	27298	3617
883	27331	3586
884	27364	3555
885	27397	3525
886	27429	3494
887	27463	3463
888	27497	3433
889	27530	3402
890	27564	3372
891	27598	3341
892	27631	3310
893	27665	3280
894	27701	3249
895	27735	3219
896	27768	3188
897	27802	3157
898	27836	3127
899	27870	3096
900	27904	3066
901	27938	3035
902	27972	3004
903	28006	2974
904	28040	2943
905	28074	2912
906	28108	2882
907	28142	2851
908	28175	2820
909	28209	2789
910	28244	2759
911	28278	2728
912	28311	2697
913	28345	2667
914	28379	2636
915	28414	2605
916	28447	2574
917	28480	2543
918	28513	2513
919	28547	2482
920	28581	2451
921	28615	2420
922	28649	2390
923	28683	2359
924	28718	2328
925	28751	2297
926	28785	2266
927	28818	2235
928	28852	2205
929	28885	2174
930	28919	2143
931	28953	2112
932	28986	2081
933	29020	2050
934	29053	2019
935	29087	1988
936	29121	1958
937	29155	1927
938	29189	1896
939	29223	1865
940	29256	1834
941	29289	1803
942	29322	1772
943	29356	1741
944	29390	1710
945	29424	1679
946	29458	1648
947	29491	1617
948	29525	1586
949	29558	1555
950	29593	1524
951	29627	1493
952	29661	1462
953	29695	1431
954	29729	1400
955	29763	1369
956	29797	1338
957	29831	1307
958	29865	1276
959	29899	1245
960	29933	1214
961	29967	1183
962	30001	1152
963	30034	1121
964	30068	1090
965	30102	1059
966	30136	1028
967	30172	997
968	30205	966
969	30237	935
970	30272	904
971	30305	872
972	30339	841
973	30373	810
974	30406	779
975	30440	748
976	30472	717
977	30503	686
978	30536	655
979	30568	623
980	30602	592
981	30635	561
982	30668	530
983	30702	499
984	30736	468
985	30770	436
986	30804	405
987	30838	374
988	30872	343
989	30906	312
990	30940	280
991	30974	249
992	31008	218
993	31042	187
994	31075	156
995	31109	124
996	31143	93
997	31177	62
998	31210	31
999	31243	0
