iter	Passed	Remaining
158	1769	9360
159	1779	9342
160	1790	9328
161	1799	9310
162	1809	9291
163	1819	9274
164	1829	9258
165	1840	9246
166	1850	9231
167	1861	9218
168	1871	9201
169	1881	9188
170	1892	9176
171	1902	9160
172	1915	9154
173	1925	9139
174	1937	9131
175	1947	9116
176	1958	9104
177	1973	9114
178	1989	9123
179	2005	9137
180	2021	9145
181	2037	9155
182	2053	9166
183	2070	9182
184	2088	9200
185	2105	9215
186	2125	9240
187	2146	9272
188	2158	9262
189	2168	9246
190	2179	9231
191	2190	9219
192	2200	9202
193	2211	9186
194	2221	9169
195	2231	9152
196	2241	9135
197	2251	9121
198	2263	9110
199	2274	9097
200	2284	9081
201	2295	9067
202	2306	9056
203	2318	9047
204	2328	9029
205	2339	9015
206	2349	9000
207	2360	8986
208	2370	8971
209	2381	8958
210	2391	8942
211	2402	8928
212	2412	8913
213	2422	8898
214	2432	8882
215	2443	8869
216	2453	8853
217	2463	8837
218	2474	8823
219	2484	8806
220	2494	8792
221	2505	8781
222	2517	8771
223	2528	8759
224	2538	8742
225	2547	8725
226	2556	8705
227	2565	8687
228	2577	8678
229	2589	8667
230	2598	8650
231	2609	8638
232	2618	8618
233	2628	8603
234	2638	8588
235	2648	8573
236	2659	8560
237	2670	8549
238	2681	8538
239	2691	8523
240	2703	8514
241	2714	8503
242	2724	8488
243	2735	8475
244	2746	8462
245	2756	8448
246	2766	8435
247	2777	8421
248	2788	8409
249	2798	8396
250	2809	8382
251	2819	8369
252	2828	8352
253	2838	8337
254	2847	8320
255	2858	8306
256	2868	8292
257	2878	8279
258	2888	8265
259	2900	8255
260	2911	8243
261	2922	8232
262	2932	8218
263	2943	8205
264	2954	8193
265	2964	8180
266	2974	8166
267	2984	8151
268	2994	8137
269	3004	8123
270	3015	8110
271	3025	8096
272	3035	8082
273	3045	8070
274	3055	8055
275	3065	8041
276	3075	8027
277	3087	8017
278	3097	8005
279	3108	7992
280	3118	7979
281	3129	7969
282	3139	7953
283	3147	7936
284	3158	7923
285	3167	7907
286	3177	7893
287	3188	7883
288	3198	7869
289	3207	7852
290	3216	7837
291	3226	7821
292	3235	7807
293	3245	7793
294	3254	7778
295	3263	7762
296	3274	7751
297	3283	7735
298	3293	7722
299	3302	7704
300	3309	7686
301	3318	7669
302	3326	7650
303	3333	7632
304	3341	7613
305	3349	7595
306	3357	7578
307	3364	7559
308	3372	7541
309	3380	7524
310	3388	7506
311	3396	7489
312	3403	7471
313	3411	7453
314	3419	7435
315	3427	7418
316	3436	7403
317	3445	7389
318	3454	7375
319	3463	7360
320	3474	7350
321	3484	7335
322	3493	7321
323	3501	7305
324	3510	7290
325	3518	7273
326	3526	7257
327	3535	7243
328	3543	7227
329	3554	7216
330	3563	7202
331	3571	7186
332	3581	7174
333	3591	7160
334	3600	7147
335	3610	7134
336	3618	7119
337	3627	7105
338	3637	7091
339	3645	7076
340	3654	7062
341	3663	7048
342	3673	7036
343	3683	7024
344	3693	7011
345	3701	6997
346	3710	6982
347	3719	6968
348	3728	6954
349	3737	6940
350	3745	6926
351	3755	6912
352	3763	6898
353	3772	6884
354	3781	6870
355	3790	6856
356	3798	6841
357	3807	6828
358	3816	6814
359	3827	6804
360	3838	6793
361	3847	6781
362	3857	6769
363	3867	6757
364	3876	6743
365	3884	6729
366	3893	6714
367	3900	6699
368	3908	6684
369	3917	6670
370	3925	6655
371	3933	6641
372	3943	6629
373	3952	6615
374	3961	6603
375	3971	6591
376	3981	6579
377	3992	6570
378	4003	6559
379	4012	6546
380	4022	6534
381	4031	6521
382	4042	6512
383	4051	6499
384	4060	6486
385	4070	6474
386	4079	6462
387	4090	6451
388	4100	6439
389	4110	6428
390	4119	6416
391	4129	6404
392	4139	6394
393	4150	6383
394	4160	6372
395	4169	6360
396	4179	6348
397	4191	6339
398	4201	6328
399	4211	6316
400	4220	6304
401	4231	6294
402	4240	6281
403	4249	6269
404	4259	6257
405	4268	6245
406	4278	6233
407	4288	6221
408	4296	6208
409	4304	6194
410	4313	6182
411	4323	6169
412	4332	6157
413	4341	6144
414	4350	6132
415	4359	6119
416	4368	6107
417	4377	6094
418	4386	6082
419	4395	6069
420	4404	6057
421	4413	6044
422	4421	6031
423	4432	6021
424	4442	6010
425	4450	5996
426	4459	5983
427	4466	5969
428	4474	5955
429	4481	5941
430	4489	5926
431	4497	5912
432	4504	5898
433	4512	5885
434	4521	5873
435	4531	5861
436	4540	5849
437	4549	5836
438	4557	5824
439	4567	5812
440	4576	5801
441	4586	5790
442	4596	5779
443	4606	5767
444	4614	5755
445	4624	5744
446	4634	5733
447	4643	5721
448	4651	5708
449	4659	5695
450	4667	5681
451	4675	5668
452	4684	5656
453	4693	5644
454	4701	5630
455	4710	5619
456	4718	5606
457	4727	5594
458	4736	5582
459	4745	5570
460	4754	5559
461	4763	5547
462	4772	5535
463	4782	5524
464	4790	5512
465	4800	5500
466	4811	5491
467	4821	5480
468	4830	5469
469	4839	5457
470	4848	5445
471	4857	5433
472	4866	5422
473	4875	5410
474	4884	5398
475	4894	5387
476	4902	5375
477	4911	5363
478	4920	5352
479	4930	5341
480	4939	5329
481	4948	5317
482	4957	5306
483	4966	5295
484	4975	5283
485	4984	5271
486	4994	5261
487	5004	5250
488	5012	5238
489	5021	5226
490	5030	5214
491	5038	5202
492	5046	5190
493	5055	5178
494	5064	5166
495	5073	5154
496	5080	5141
497	5089	5130
498	5098	5118
499	5107	5107
500	5116	5095
501	5125	5084
502	5134	5073
503	5143	5061
504	5152	5050
505	5161	5039
506	5170	5028
507	5180	5017
508	5191	5007
509	5200	4996
510	5209	4985
511	5218	4973
512	5226	4961
513	5235	4950
514	5244	4938
515	5253	4927
516	5262	4916
517	5271	4904
518	5279	4893
519	5287	4880
520	5295	4868
521	5302	4855
522	5310	4843
523	5319	4831
524	5326	4819
525	5334	4806
526	5341	4794
527	5349	4782
528	5357	4770
529	5367	4759
530	5375	4747
531	5382	4735
532	5390	4723
533	5398	4711
534	5405	4698
535	5413	4686
536	5421	4674
537	5429	4662
538	5437	4650
539	5444	4638
540	5452	4625
541	5460	4613
542	5467	4601
543	5475	4589
544	5483	4577
545	5490	4565
546	5498	4553
547	5505	4541
548	5513	4529
549	5522	4518
550	5529	4505
551	5537	4493
552	5544	4482
553	5553	4471
554	5562	4459
555	5570	4448
556	5579	4437
557	5588	4426
558	5597	4416
559	5605	4404
560	5613	4392
561	5620	4380
562	5628	4368
563	5635	4356
564	5643	4344
565	5650	4332
566	5658	4321
567	5667	4310
568	5674	4298
569	5682	4286
570	5689	4274
571	5698	4263
572	5706	4252
573	5715	4241
574	5724	4231
575	5774	4250
576	5784	4240
577	5797	4232
578	5807	4222
579	5816	4212
580	5825	4200
581	5833	4189
582	5842	4178
583	5850	4167
584	5859	4156
585	5869	4146
586	5878	4135
587	5886	4124
588	5894	4113
589	5902	4101
590	5910	4090
591	5918	4078
592	5926	4067
593	5933	4055
594	5941	4044
595	5949	4032
596	5960	4023
597	5970	4013
598	5982	4005
599	5993	3995
600	6004	3986
601	6014	3976
602	6025	3966
603	6035	3956
604	6044	3946
605	6053	3935
606	6061	3924
607	6069	3913
608	6078	3902
609	6086	3891
610	6095	3880
611	6103	3869
612	6112	3858
613	6120	3847
614	6129	3837
615	6137	3825
616	6144	3814
617	6154	3803
618	6162	3793
619	6172	3783
620	6182	3773
621	6191	3762
622	6200	3751
623	6208	3740
624	6217	3730
625	6226	3720
626	6238	3711
627	6248	3701
628	6259	3692
629	6270	3682
630	6280	3672
631	6288	3661
632	6297	3651
633	6306	3640
634	6315	3630
635	6324	3619
636	6332	3608
637	6342	3598
638	6353	3589
639	6363	3579
640	6373	3569
641	6383	3559
642	6393	3549
643	6404	3540
644	6415	3530
645	6426	3521
646	6437	3512
647	6448	3503
648	6459	3493
649	6469	3483
650	6479	3473
651	6489	3463
652	6499	3453
653	6508	3443
654	6519	3433
655	6527	3423
656	6538	3413
657	6548	3403
658	6557	3393
659	6566	3382
660	6577	3373
661	6586	3363
662	6595	3352
663	6604	3341
664	6613	3331
665	6622	3321
666	6630	3310
667	6638	3299
668	6647	3288
669	6655	3278
670	6663	3267
671	6671	3256
672	6679	3245
673	6687	3234
674	6697	3224
675	6706	3214
676	6715	3204
677	6726	3194
678	6737	3185
679	6747	3175
680	6755	3164
681	6762	3153
682	6770	3142
683	6778	3131
684	6786	3120
685	6794	3109
686	6802	3099
687	6810	3088
688	6820	3078
689	6829	3068
690	6838	3058
691	6847	3047
692	6855	3037
693	6864	3026
694	6872	3015
695	6879	3004
696	6888	2994
697	6896	2983
698	6904	2973
699	6913	2963
700	6923	2953
701	6931	2942
702	6939	2931
703	6946	2920
704	6954	2910
705	6962	2899
706	6969	2888
707	6977	2877
708	6985	2867
709	6993	2856
710	7000	2845
711	7008	2834
712	7016	2824
713	7024	2813
714	7031	2802
715	7039	2792
716	7047	2781
717	7055	2770
718	7062	2760
719	7071	2750
720	7079	2739
721	7087	2728
722	7095	2718
723	7103	2707
724	7112	2697
725	7121	2687
726	7129	2677
727	7137	2666
728	7145	2656
729	7152	2645
730	7161	2635
731	7169	2624
732	7180	2615
733	7188	2605
734	7196	2594
735	7203	2583
736	7211	2573
737	7220	2563
738	7227	2552
739	7235	2542
740	7243	2531
741	7251	2521
742	7259	2510
743	7266	2500
744	7274	2490
745	7282	2479
746	7291	2469
747	7299	2459
748	7309	2449
749	7317	2439
750	7325	2428
751	7334	2418
752	7342	2408
753	7349	2397
754	7357	2387
755	7365	2377
756	7374	2367
757	7382	2357
758	7390	2346
759	7398	2336
760	7406	2326
761	7415	2316
762	7423	2305
763	7431	2295
764	7439	2285
765	7448	2275
766	7457	2265
767	7464	2254
768	7472	2244
769	7480	2234
770	7488	2224
771	7497	2214
772	7505	2204
773	7512	2193
774	7521	2183
775	7528	2173
776	7536	2162
777	7544	2152
778	7552	2142
779	7560	2132
780	7570	2122
781	7579	2112
782	7586	2102
783	7594	2092
784	7602	2082
785	7609	2071
786	7617	2061
787	7626	2051
788	7634	2041
789	7642	2031
790	7651	2021
791	7659	2011
792	7667	2001
793	7675	1991
794	7683	1981
795	7692	1971
796	7702	1961
797	7710	1951
798	7717	1941
799	7725	1931
800	7733	1921
801	7741	1911
802	7748	1900
803	7757	1891
804	7765	1880
805	7772	1870
806	7780	1860
807	7788	1850
808	7796	1840
809	7804	1830
810	7812	1820
811	7820	1810
812	7828	1800
813	7837	1790
814	7846	1781
815	7854	1771
816	7863	1761
817	7872	1751
818	7883	1742
819	7892	1732
820	7901	1722
821	7910	1713
822	7919	1703
823	7927	1693
824	7936	1683
825	7944	1673
826	7952	1663
827	7960	1653
828	7968	1643
829	7976	1633
830	7983	1623
831	7991	1613
832	7999	1603
833	8008	1593
834	8015	1583
835	8023	1574
836	8031	1564
837	8039	1554
838	8047	1544
839	8055	1534
840	8063	1524
841	8070	1514
842	8080	1504
843	8088	1495
844	8097	1485
845	8104	1475
846	8112	1465
847	8120	1455
848	8128	1445
849	8135	1435
850	8143	1425
851	8152	1416
852	8160	1406
853	8168	1396
854	8177	1386
855	8186	1377
856	8193	1367
857	8201	1357
858	8209	1347
859	8217	1337
860	8225	1327
861	8233	1318
862	8240	1308
863	8248	1298
864	8256	1288
865	8266	1279
866	8275	1269
867	8283	1259
868	8291	1249
869	8298	1240
870	8306	1230
871	8315	1220
872	8323	1210
873	8330	1200
874	8338	1191
875	8346	1181
876	8354	1171
877	8362	1161
878	8369	1152
879	8377	1142
880	8385	1132
881	8393	1122
882	8401	1113
883	8409	1103
884	8417	1093
885	8425	1084
886	8433	1074
887	8440	1064
888	8448	1054
889	8455	1045
890	8465	1035
891	8473	1025
892	8481	1016
893	8489	1006
894	8497	996
895	8505	987
896	8512	977
897	8520	967
898	8528	958
899	8536	948
900	8544	938
901	8551	929
902	8562	919
903	8572	910
904	8580	900
905	8589	891
906	8596	881
907	8604	871
908	8612	862
909	8620	852
910	8629	843
911	8639	833
912	8648	824
913	8656	814
914	8665	804
915	8673	795
916	8682	785
917	8691	776
918	8701	766
919	8710	757
920	8720	747
921	8729	738
922	8738	729
923	8748	719
924	8757	710
925	8767	700
926	8777	691
927	8786	681
928	8796	672
929	8805	662
930	8816	653
931	8826	643
932	8838	634
933	8848	625
934	8858	615
935	8867	606
936	8876	596
937	8886	587
938	8895	577
939	8905	568
940	8913	558
941	8922	549
942	8930	539
943	8939	530
944	8947	520
945	8956	511
946	8965	501
947	8973	492
948	8982	482
949	8990	473
950	8998	463
951	9006	454
952	9014	444
953	9024	435
954	9033	425
955	9041	416
956	9049	406
957	9056	397
958	9064	387
959	9072	378
960	9081	368
961	9088	359
962	9096	349
963	9104	340
964	9113	330
965	9121	321
966	9129	311
967	9137	302
968	9146	292
969	9154	283
970	9162	273
971	9171	264
972	9178	254
973	9186	245
974	9194	235
975	9202	226
976	9212	216
977	9221	207
978	9229	197
979	9237	188
980	9244	179
981	9252	169
982	9260	160
983	9269	150
984	9276	141
985	9284	131
986	9292	122
987	9300	112
988	9308	103
989	9315	94
990	9323	84
991	9333	75
992	9343	65
993	9352	56
994	9361	47
995	9370	37
996	9379	28
997	9389	18
998	9399	9
999	9408	0
